Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	ADM 116/4846	Communications 114			Cable, telephone and teleprinter communications between Canada, US and UK	1940-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C4004443
>>>>>> 	ADM 116/4861	Cabinet Committee 280			Reduction of signalling	1941-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C4004444
>>>>>> 	ADM 116/4951	Case No. 6249			Scheme for post-war long distance W/T communication with HM and Merchant ships	1943-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674028
>>>>>> 	ADM 116/5137	Communications 117			Use of Imperial and ex-enemy world wide cable networks	1940-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674029
>>>>>> 	ADM 116/5138	Communications 118			Cable and wireless stations in overseas dependencies: maintenance of 24-hour service	1940-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674030
>>>>>> 	ADM 116/5147	Case No. 6249			Post-war W/T communications with Merchant Navy and HM ships	1944-1945	 	Vol.2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674031
>>>>>> 	ADM 116/5238	Case No. 6766			Admiralty miscellaneous weapons development department: radar reflectors	1940-1945	 	Vol.8			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674032
>>>>>> 	ADM 116/5284	Case No. 10083			Radar Board: terms of reference and membership of Board	1942	 	Vol.1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674033
>>>>>> 	ADM 116/5285	Case No. 10083			Radar Board: notes by secretary and minutes of meetings Oct 1942 - Apr 1943	1942-1943	 	Vol.2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674034
>>>>>> 	ADM 116/5286	Case No. 10083			Radar Board: notes by secretary and minutes of meetings Oct 1942 - Apr 1943	1943	 	Vol.3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674035
>>>>>> 	ADM 116/5287	Case No. 10083			Radar Board: notes by secretary and minutes of meetings Oct 1942 - Apr 1943	1943-1944	 	Vol.4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674036
>>>>>> 	ADM 116/5288	Case No. 10083			Radar Board: notes by secretary and minutes of meetings Oct 1942 - Apr 1943	1944-1946	 	Vol.5 open in 1972			Open Document, Open Description	Closed Until 	1972		C3674037
>>>>>> 	ADM 116/5289	Case No. 10083			Radar Board: minutes of meetings Mar 1942 - Sept 1945	1943-1945	 	Vol.6			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674038
>>>>>> 	ADM 116/5367	Cabinet Committee 384			Shore radar stations: provisioning, manning, plotting rooms, etc.	1944-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674039
>>>>>> 	ADM 116/5433	Cabinet Committee 799			Cable laying and charter of cable ships	1939-1945	 	Vol.1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674040
>>>>>> 	ADM 116/5440	Communications 128			Cross channel communications: VHF radio links, cable telephone service, etc.	1942-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674041
>>>>>> 	ADM 116/5442	Communications 131			Cable rates: reductions for Commonwealth service personnel in Mediterranean, facilities for United States and Brazilian forces	1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674042
>>>>>> 	ADM 116/5443	Communications 132			Cable communications and cable ships: repairs Eastern Mediterranean, loss of cable ship FARADAY, strategic cable requirements, etc.	1941-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674043
>>>>>> 	ADM 116/5444	Communications 133			Proposed re-organisation of Commonwealth telecommunications and Cable and Wireless Ltd	1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674044
>>>>>> 	ADM 116/5445	Communications 134			Naval W/T and D/F station in Azores: transfer to United States Navy, disposal of equipment, site, etc	1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674045
>>>>   				SECURITY (96)			 								C70374
>>>>>> 	ADM 116/4062	Defence 657			Control of export of British and Colonial publications to foreign countries	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674046
>>>>>> 	ADM 116/4082	Case No. 4705			Control of publication of naval, military and air information: formation of joint services committee and institution of 'Parker' or 'D' notices	1912-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674047
>>>>>> 	ADM 116/4086	Case No. 5529			Naval publications: deletion of information about personnel, shipping, oil fuel reserves, etc	1935-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674048
>>>>>> 	ADM 116/4467	Cabinet 222			Security of documents in Government Offices: precautions, categories of secrecy, secret papers and documents, etc	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674049
>>>>>> 	ADM 116/4615	Cabinet Committee 274			Isle of Wight: proposal for making a 'closed area' and security of Combined Operations base	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674050
>>>>>> 	ADM 116/4858	Cabinet 271			Anti-U-boat communications: witholding of information which might be useful to the enemy	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674051
>>>>>> 	ADM 116/5066	Cabinet 261			Security classifications of official documents	1943-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674052
>>>>>> 	ADM 116/5229	Case No. 6727			Protection of vulnerable points (VP's): provision of military guards, policy etc	1941-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674053
>>>>>> 	ADM 116/5338	Cabinet 359			Security arrangements: policy at end of war with Germany	1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674054
>>>>>> 	ADM 116/5434	Cabinet Committee 860			General security duties: protection of vulnerable points (VP's), manpower economy measures, War Cabinet Home Defence Committee	1944-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674055
>>>>>> 	ADM 116/5447	Defence 873			Employment of aliens: security measures, billeting, health etc	1940-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674056
>>>>>> 	ADM 116/6432	CASE 11439 VOLUME 1			Security arrangements for atomic information	1956 Aug 08 - 1958 Nov 06	 				Closed or Retained Document, Open Description	Retained by Department under Section 3.4			C11060405
>>>>>> 	ADM 116/6433	CASE 11439 VOLUME 2			Security arrangements for atomic information	1958 Jun 11 - 1959 May 20	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060386
>>>>>> 	ADM 116/6434	CASE 11439 ENCLOSURE			Security arrangements for atomic information	1955 Jun 15 - 1959 Dec 31	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060387
>>>>>> 	ADM 116/6435	CASE 5006/65			Disclosure of classified information to the Select Committee on Estimates	1927 Jul 15 - 1965 Aug 12	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060388
>>>>   				STATIONERY (97)			 								C70375
>>>>>> 	ADM 116/4048	Case No. 4800			Civilian Staff: introduction of Form D131 - civilian appointments list and Form D130 - Passage Form	1935-1937	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674057
>>>>   				STORES (98)			 								C70376
>>>>>> 	ADM 116/4049	Case No. 5451			Use of Police Dogs for protection in Armament Depots	1910-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674058
>>>>>> 	ADM 116/4207	Case No. 6661			War Stores: storage and distribution arrangements	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674059
>>>>>> 	ADM 116/4292	Cab 363			Ministry of Aircraft Porduction and Ministry of Supply: joint control of alloy steel and drop forgings	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674060
>>>>>> 	ADM 116/4468	Case No. 6400			Procedure for dealing with military stores to and from Dominions and Allies: security, banking arrangements, docks, etc	1938-1941	 	Vol.27			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674061
>>>>>> 	ADM 116/5007	Case No. 6766			Plastic armour and plastic protective plating: technical history	1940	 	Vol 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674062
>>>>>> 	ADM 116/5058	Case No. 11564			Optical glass: Crown Reserve Stocks	1934-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674063
>>>>>> 	ADM 116/5239	Case No. 6766			Admiralty Miscellaneous Weapons Development Department: star-shells, target illuminations, etc	1940-1945	 	Vol 9			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674064
>>>>>> 	ADM 116/5481	Case No. 6744			Rocket landing project (Hajile): reports on trials to establish the practicability of decelerating fast falling heavy parachute stores by means of rockets, covering period 25 May 1941 to 30 Dec 1943	1941-1943	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674619
>>>>>> 	ADM 116/5482	Case No. 6744			Rocket landing project (Hajile): progress reports on trials for development of rocket deceleration device covering period 1 Jan to Dec 1944	1944	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674620
>>>>>> 	ADM 116/5483	Case No. 6744			Rocket landing project (Hajile): reports on trials and results covering period 24 Jan 1945 to 8 Mar 1946; review on state of development and plans for future programme	1945-1946	 	Vol 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674621
>>>>>> 	ADM 116/5578	Cabinet Committee 596			Alcoholic drinks in transports: payment of grog money to ratings taking passage in troop transports	1943-1950	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674622
>>>>>> 	ADM 116/5957	Case No. 11595			Chocolate and sweet rationing in forces during World War II	1941-1953	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674623
>>>>>> 	ADM 116/6311	Case No. 3253			Provision of three ammunition outfits for the Fleet: supply of cordite and manufacturing capacity	1915-1916	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674624
>>>>   				WAR OFFICE (101)			 								C70377
>>>>>> 	ADM 116/5646	Case 11102			Civilian employees of service departments in Hong Kong interned during the war: treatment under military rules on release and repatriation for members of Hong Kong Dockyard Defence Corps	1945-1952	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674066
>>>>>> 	ADM 116/6336	Case No. 11107			Naval and Marine retired pay, pensions and gratuities: post-war code	1947-1958	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674629
>>>>   				WRNS (102)			 								C70378
>>>>>> 	ADM 116/3739	Case No. 11588			Womens Royal Naval Service: formation	1918-1919	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674067
>>>>>> 	ADM 116/3740	Case No. 11588			Womens Royal Naval Service: formation	1918-1919	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674068
>>>>>> 	ADM 116/3741	Case No. 11588			Womens Royal Naval Service: formation	1918-1919	 	Vol 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674069
>>>>>> 	ADM 116/4488	Case No. 6297			Womens Royal Naval Service: advancement of personnel	1940-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C4004431
>>>>>> 	ADM 116/4489	Case No. 6263			Womens Royal Naval Service: administration and organisation	1940-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C4004432
>>>>>> 	ADM 116/4723	Case No. 6378			Womens Royal Naval Service: employment in lieu of civilians	1939-1942	 	With enclosure			Open Document, Open Description	Normal Closure before FOI Act: 	30		C4004438
>>>>>> 	ADM 116/4875	Cabinet 379			Womens Royal Naval Service: immobile personnel	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C4004445
>>>>>> 	ADM 116/4945	Case No. 6218			'Wet' canteens for WRNS: letters of protest	1941-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674070
>>>>   				RATINGS (103)			 								C70379
>>>>>> 	ADM 116/3737	Case No. 5073			Allotment of pay by naval ratings to commercial firms: limitation	1933-1938	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674071
>>>>>> 	ADM 116/3738	Case No. 5859			Welfare and marriage allowance organisation at the Home Ports	1934-1936	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674072
>>>>   				RN RATINGS (103)			 								C70380
>>>>>> 	ADM 116/4054	Case No. 11601			Writers, Supply and Cook ratings: revision of complements and proposals to remedy shortages	1936-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674073
>>>>>> 	ADM 116/4267	Cab Comm 181			Shortage of Artificer Ratings: arrangements for co-ordinating of supply of entrants to each of the Services	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674074
>>>>>> 	ADM 116/4289	Cab Comm 287			Widows of naval ratings: mortgage payments and hire purchase agreements	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674075
>>>>>> 	ADM 116/4726	Case No. 6397			RN divers: shortage of artificer ratings	1926-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674076
>>>>>> 	ADM 116/5319	Case No. 11584			Wiremen: general conditions, advancement and pay, Electrical Trades Union concern on status of members	1940-1946	 	open in 1972			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674077
>>>>   				YACHTS AND REGATTAS (104)			 								C70381
>>>>>> 	ADM 116/4052	Case No. 5492			Yachts requisitioned for service in Royal Navy	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674078
>>>>   				ACADEMY AND EDUCATION (1)			 								C70382
>>>>>> 	ADM 116/5588	Cabinet Committee 756			Re-opening of the Imperial Defence College: Admiralty responsibility for administration and financial provision; minutes of Chiefs of Staff Committee meetings on allocation of students from the dominions and abroad, fees, accommodation etc.	1945-1946; 1949	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674079
>>>>>> 	ADM 116/5688	Case No. 6902			Volunteer entrants for the RN and RM: concern over recruitment and sustained liaison with schools etc to improve the standard and number of recuits	1944-1950	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674080
>>>>>> 	ADM 116/5786	Case No. 10113			Training of naval officers: various reports including reports by Harwood Committee on Royal Naval College Greenwich and Brind working party on entry and training of officers	1945-1950	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674081
>>>>   				ACTIONS WITH THE ENEMY (3)			 								C70383
>>>>>  				Reports of Proceedings - Korean War			 								C130467
>>>>>> 	ADM 116/6210	Case No. 11554			HMS Alacrity Mar 1951-Feb 1952; HMS Amethyst Oct 1951; HMAS Anzac Aug 1951-June 1953; HMCS Athabaskan Nov 1951-Mar 1952; HMAS Bataan Dec 1950-Aug 1952; HMS Birmingham Oct 1952-Aug 1953	1950-1953	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674104
>>>>>> 	ADM 116/6211	Case No. 11554			HMS Belfast Dec 1950-Sept 1952	1950-1952	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674105
>>>>>> 	ADM 116/6212	Case No. 11554			HMS Black Swan June 1950-Nov 1951; HMS Cardigan Bay June 1951-Apr 1953; HMCS Cayuga Nov 1950-Feb 1952	1950-1953	 	Vol 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674106
>>>>>> 	ADM 116/6213	Case No. 11554			HMS Ceylon Aug 1950-Oct 1951	1950-1951	 	Vol 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674107
>>>>>> 	ADM 116/6214	Case No. 11554			HMS Ceylon Oct 1951-July 1952	1951-1952	 	Vol 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674108
>>>>>> 	ADM 116/6215	Case No. 11554			HMS Charity Sept 1951-July 1953; HMS Cockade Sept 1950-July 1953; HMS Comus Aug 1950-Jan 1953; HMS Concord Sept 1950-July 1953	1950-1953	 	Vol 6			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674109
>>>>>> 	ADM 116/6216	Case No. 11554			HMS Consort July 1952-Apr 1953; HMS Constance Dec 1951-Sept 1953; HMS Crane Mar 1952-Aug 1953	1951-1953	 	Vol 7			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674110
>>>>>> 	ADM 116/6217	Case No. 11554			HMS Cossack Aug 1950-July 1953	1950-1953	 	Vol 8			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674111
>>>>>> 	ADM 116/6218	Case No. 11554			HNMS Evertsen Jan-Feb 1951; HMS Glory Mar 1951-May 1953; HMS Hart June 1950; HMNZS Hawea May 1951-June 1953; HMCS Huron June-Jul 1951; HMS Jamaica July-Oct 1950; HMS Kenya Aug 1950-Aug 1951	1950-1953	 	Vol 9			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674112
>>>>>> 	ADM 116/6219	Case No. 11554			HMS Maine May-Sept 1950; HMS Modeste May-June 1953; HMS Morecambe Bay Oct 1950-June 1953; HMS Mounts Bay June 1951-May 1953	1950-1953	 	Vol 10			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674113
>>>>>> 	ADM 116/6220	Case No. 11554			HMAS Murchison June-Nov 1951; HMS Newcastle July 1952-June 1953; HMCS Nootka May 1951-Apr 1952	1951-1953	 	Vol 11			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674114
>>>>>> 	ADM 116/6221	Case No. 11554			HMS Ocean July 1952-Aug 1953; HMS Opossum Jan-Mar 1953; USS Rendova Sept-Dec 1951	1951-1953	 	Vol 12			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674115
>>>>>> 	ADM 116/6222	Case No. 11554			HMNZS Rotoiti Oct 1950-Aug 1952; HMS St Brides Bay Aug 1950-May 1953; HMCS Sioux June-Dec 1951; HMS Sparrow May-June 1953	1950-1953	 	Vol 13			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674116
>>>>>> 	ADM 116/6223	Case No. 11554			HMAS Sydney Oct 1951-Jan 1952	1951-1952	 	Vol 14			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674117
>>>>>> 	ADM 116/6224	Case No. 11554			HMNZS Taupo Dec 1951-Apr 1952; HMS Theseus Dec 1950-Apr 1951; HMS/M Thorough Dec 1950-Jan 1951; HMAS Tobruk Jan 1952; HMS Triumph July-Sept 1950; HMNZS Tutira Mar-Apr 1951; HMS Unicorn Dec 1950-Apr 1953; HNMS Van Galen May 1951-Jan 1952; HMAS Warramunga Feb-July 1951	1950-1953	 	Vol 15			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674118
>>>>>> 	ADM 116/6225	Case No. 11554			HMS Whitesand Bay Sept 1950-Aug 1953; Captain (F) 3rd Frigate Flotilla: Mar-Apr 1953; Captain (F) 3rd Frigate Flotilla Sept-Oct 1951; Captain (F) 4th Frigate Flotilla: Sept-Oct 1950; Task Group 95.1 Op Order No 9/50 Oct 1950; Task Element 96.50 July-Aug 1950; UN Escort Force July-Aug 1950; Task Element 96.53 Op Order 4/50 Sept 1950; Bombardment of Yasu by HMS Mounts Bay and HMCS Cayuga Sept 1950	1950-1953	 	Vol 16			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674119
>>>>>> 	ADM 116/6226	Case No. 11554			Inchon: landing by US Marine Corps Sept 1950; Inchon: Screening Element; Inchon: Evacuation Dec 1950-Jan 1951; Formosa: Report from HM Consul, Tamsui Oct 1950; US Pacific Fleet: Report of minesweeping; Operations, Cho-Do (CIGARETTE route); Report of landing, Sogon-Ni Aug 1951; West coast of Korea: minesweeping to Mar 1951; Minesweeping in Korean waters: discontinuance rejected Nov 1951; US West Coast Carriers: USS Badoeng Strait Nov 1951-Apr 1952; USS Bairoko Nov 1951-Apr 1952; British Commonwealth Naval Operations: Report by CO, RNAS St Merryn; Aircraft Carriers in Korean operations: FO Air (Home) requests for reports on 1951	1950-1952	 	Vol 17			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674120
>>>>>> 	ADM 116/6227	Case No. 11554			Reports from UK and Commonwealth countries; UK Naval Adviser, Tokyo June 1950-May 1952; 41st Independent Commando, RM Nov-Dec 1950; Naval Member, Canadian Joint Staff: request for extracts of Report of Proceedings, HMS Theseus Oct 1950-Apr 1951	1950-1952	 	Vol 18			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674121
>>>>>> 	ADM 116/6228	Case No. 11554			Flag Officer, Second in Command, Far East Station: summarised Reports of Proceedings June 1950-Nov 1952	1950-1952	 	Vol 19			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674122
>>>>>> 	ADM 116/6229	Case No. 11554			Flag Officer, Second in Command, Far East Station: Reports of Proceedings Dec 1951-Aug 1953; Commander in Chief, Far East Station: questions necessity for further Reports of Proceedings to continue Jan-Feb 1953; West coast of Korea: Report of operations July 1951; Crashed MIG 15 aircraft: recovery by HMS Cardigan Bay July 1951; Korean West coast Islands: evacuation - Operation PANDORA June 1953	1951-1953	 	Vol 20			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674123
>>>>>> 	ADM 116/6230	Case No. 11554			Special report of experience in Korean operations - Flag Officer, Second in Command, Far East Station July 1950-June 1951	1950-1951	 	Vol 21			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674124
>>>>>> 	ADM 116/6231	Case No. 11554			Special report of experience in Korean operations - Flag Officer, Second in Command, Far East Station and collection of Departmental comments Jan-July 1951	1951-1953	 	Vol 22			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674125
>>>>>> 	ADM 116/6341	Case No. 00295			Korean War 1950-1953: routine reports and signals	1950-1953	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674126
>>>>>> 	ADM 116/6342	Case No. 00295			Korean War 1950-1953: routine reports and signals	1950	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674127
>>>>>> 	ADM 116/6343	Case No. 00295			Korean War 1950-1953: routine reports and signals	1950-1953	 	Vol 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674128
>>>>>> 	ADM 116/6387	CASE 11554 ADDENDUM			Copies of signals relating to HM Ships BELFAST, CARDIGAN BAY, CONCORD, COSSACK, HMCS ATHABASKAN and HMNZS ROTOITI	1951 Aug 01 - 1953 Jul 31	 	See also ADM 116/6210-6212, 6215, 6217 and 6222			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060406
>>>>>> 	ADM 116/6388	CASE 11554 VOLUME 1 ENCLOSURE			HMS ALACRITY: swept channels	1951 Mar 01 - 1952 Feb 29	 	See also ADM 116/6210.  With maps			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060407
>>>>>> 	ADM 116/6389	CASE 11554 VOLUME 2 ENCLOSURE			HMS BELFAST: guard of honour and inspection, seamen and marines	1952 Jun 13 - 1952 Jun 30	 	See also ADM 116/2611.  With photographs			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060408
>>>>>> 	ADM 116/6390	CASE 11554 VOLUME 4 ENCLOSURE			HMS CEYLON	1950 Nov 05 - 1953 Nov 21	 	See also ADM 116/6213.  With photographs			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060409
>>>>>> 	ADM 116/6391	CASE 11554 VOLUME 6 ENCLOSURE			HMS CONCORD	1950 Sep 01 - 1953 Jul 31	 	See also ADM 116/6215.  With maps			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060410
>>>>>> 	ADM 116/6392	CASE 11554 VOLUME 8 ENCLOSURE			HMS COSSACK: extracts from signal log of British SS NANCY MOLLER	1951 May 17 - 1951 May 23	 	See also ADM 116/6217			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060411
>>>>>> 	ADM 116/6393	CASE 11554 VOLUME 10 ENCLOSURE			HMS MORECAMBE BAY: minesweeping operations	1950 Nov 25 - 1950 Dec 09	 	See ADM 116/6219.  With maps			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060412
>>>>>> 	ADM 116/6394	CASE 11554 VOLUME 11 ENCLOSURE			HMCS NOOTKA: swept channels and bombardment missions	1951 May 01 - 1951 Jul 31	 	See also ADM 116/6220.  With maps			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060413
>>>>>> 	ADM 116/6395	CASE 11554 VOLUME 12 ENCLOSURE 1			HMS OCEAN: debriefing reports of air attacks	1953 Apr 16 - 1953 May 17	 	See also ADM 116/6221			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060414
>>>>>> 	ADM 116/6396	CASE 11554 VOLUME 12 ENCLOSURE 2			HMS OCEAN: debriefing reports of air attacks. Missing at transfer	1953 Apr 16 - 1953 May 17	 	See also ADM 116/6221			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060415
>>>>>> 	ADM 116/6397	CASE 11554 VOLUME 12 ENCLOSURE 3			HMS OCEAN: debriefing reports of air attacks	1953 May 21 - 1953 May 31	 	See also ADM 116/6221			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060416
>>>>>> 	ADM 116/6398	CASE 11554 VOLUME 12 ENCLOSURE 4			HMS OCEAN: debriefing reports of air attacks	1953 May 23 - 1953 May 30	 	See also ADM 116/6221			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060417
>>>>>> 	ADM 116/6399	CASE 11554 VOLUME 12 ENCLOSURE 5			HMS OCEAN: debriefing reports of air attacks	1953 Jun 09 - 1953 Jun 17	 	See also ADM 116/6221			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060418
>>>>>> 	ADM 116/6400	CASE 11554 VOLUME 12 ENCLOSURE 6			HMS OCEAN: enemy positions bombed and bombarded	1953 Jun 09 - 1953 Jul 06	 	See also ADM 116/6221.  With photographs			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060419
>>>>>> 	ADM 116/6401	CASE 11554 VOLUME 12 ENCLOSURE 7			HMS OCEAN: debriefing reports of air attacks	1953 Jun 28 - 1953 Jul 04	 	See also ADM 116/6221			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060420
>>>>>> 	ADM 116/6402	CASE 11554 VOLUME 12 ENCLOSURE 8			HMS OCEAN: debriefing reports of air attacks	1953 Jul 14 - 1953 Jul 25	 	See also ADM 116/6221			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060421
>>>>>> 	ADM 116/6403	CASE 11554 VOLUME 12 ENCLOSURE 9			HMS OCEAN: debriefing reports of air attacks	1953 Jul 14 - 1953 Jul 25	 	See also ADM 116/6221			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060422
>>>>>> 	ADM 116/6404	CASE 11554 VOLUME 16 ENCLOSURE			Captain, 3rd Frigate Flotilla	1951 Sep 01 - 1951 Oct 31	 	See also ADM 116/6225.  With maps and photographs			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060423
>>>>>> 	ADM 116/6405	CASE 11554 VOLUME 17 ENCLOSURE 1			Landings at Inchon, south-west Korea	1950 Sep 01 - 1950 Sep 30	 	See also ADM 116/6226.  With map			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060424
>>>>>> 	ADM 116/6406	CASE 11554 VOLUME 17 ENCLOSURE 2			Minesweeping in Korean waters	1950 Jan 01 - 1951 Mar 09	 	See also ADM 116/6226.  With maps			Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060425
>>>>>> 	ADM 116/5468	Case No. 6286			Operation Tungsten: report of Fleet Air Arm attack on German battleship TIRPITZ: recommendations for honours and awards	1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674082
>>>>>> 	ADM 116/5695	Case No. 10211			Yangtse incident involving HMS AMETHYST: engagement by Chinese forces, stranding and eventual escape; support from HM Ships LONDON, CONSORT and BLACK SWAN and reports of proceedings. � Includes 59 photographs depicting: Yangtse River incident: damage to HMS Amethyst after attack by Communist forces. See also ADM 116/5740A/ (file M01046/50). Dated 1949.	1949-1950	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674083
>>>>>> 	ADM 116/5696	Case No. 10211			Yangtse incident involving HMS AMETHYST: Naval signals 19 Apr-13 May	1949	 	Vol 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674084
